,src,dst,index
1305,invite,arrete,1
1306,invite,detention,1
1307,invite,maurice,2
1308,kamto,invite,2
1309,kamto,resultat,2
1310,la,que,1
1311,les,geste,1
1312,les,que,2
1313,les,separatiste,4
1314,que,arrete,2
1315,que,maurice,2
1316,que,passe,10
1317,que,politique,1
1318,qui,donc,1
1319,qui,geste,1
1320,qui,invite,2
1321,qui,que,6
1322,qui,resultat,4
1323,resultat,detention,3
1324,resultat,maurice,2
1325,resultat,passe,3
1326,resultat,presidentielle,3
1327,separatiste,detention,1
1328,separatiste,maurice,1
1329,separatiste,passe,1
1330,separatiste,politique,2
1331,est,trousse,1
1332,trousse,secessionniste,1
1333,cameroun,internationale,2
1334,cameroun,situent,2
1335,cameroun,violente,1
1336,internationale,zone,2
1337,les,situent,2
1338,situent,tentative,3
1339,situent,zone,1
1340,violente,violent,1
1341,agc,sound,1
1342,agc,try,1
1343,community,sound,1
1344,community,try,2
1345,ig,see,1
1346,ig,sound,2
1347,ig,try,5
1348,see,reason,1
1349,sound,activity,1
1350,sound,people,2
1351,sound,reason,1
1352,try,activity,4
1353,try,people,2
1354,try,reason,2
1355,nord,tout,1
1356,tout,region,1
1357,le,mokunda,1
1358,mbonde,le,1
1359,baba,explain,1
1360,explain,man,1
1361,build,construction,1
1362,include,system,3
1363,invest,family,1
1364,minister,invest,1
1365,victoria,build,1
1366,victoria,include,3
1367,cameroun,les,1
1368,cameroun,reseaux,2
1369,cameroun,responsable,6
1370,et,le,1
1371,et,reseaux,5
1372,et,responsable,3
1373,et,secessionniste,1
1374,george,les,1
1375,george,reseaux,1
1376,george,responsable,7
1377,le,institution,1
1378,les,et,1
1379,les,version,1
1380,reseaux,absolument,1
1381,reseaux,entre,3
1382,reseaux,et,3
1383,reseaux,institution,1
1384,responsable,enfant,1
1385,responsable,entre,6
1386,responsable,et,3
1387,responsable,institution,3
1388,responsable,version,3
1389,secessionniste,et,1
1390,anglophone,separatiste,1
1391,combattants,separatiste,2
1392,et,lire,1
1393,lire,suite,1
1394,separatiste,centaine,1
1395,separatiste,suite,2
1396,believe,recommendation,2
1397,believe,revolution,1
1398,ig,believe,3
1399,ig,make,6
1400,ig,mean,1
1401,ig,partake,15
1402,ig,value,2
1403,make,fact,2
1404,make,reason,1
1405,make,recommendation,3
1406,mean,concerting,1
1407,partake,concerting,2
1408,partake,fact,4
1409,partake,reason,3
1410,partake,recommendation,2
1411,partake,revolution,2
1412,partake,society,2
1413,value,recommendation,1
1414,value,revolution,1
1415,blink,ayuk,1
1416,president,blink,1
1417,devant,remet,4
1418,remet,detat,1
1419,remet,mai,1
1420,remet,tibornagy,2
1421,replace,www,2
1422,toguem,replace,2
1423,advance,sympathy,1
1424,come,cameroon,3
1425,come,sympathy,2
1426,state,cameroon,1
1427,us,advance,1
1428,us,come,5
1429,us,state,1
1430,feature,artiste,2
1431,feature,visual,2
1432,genre,feature,2
1433,genre,reconnect,1
1434,genre,release,3
1435,genre,reside,1
1436,jaye,feature,2
1437,jaye,release,2
1438,jaye,reside,1
1439,jaye,see,2
1440,melody,reside,1
1441,reconnect,cameroonian,1
1442,release,artist,2
1443,release,artiste,1
1444,release,visual,2
1445,reside,artiste,1
1446,reside,cameroonian,1
1447,reside,label,1
1448,see,cameroonian,1
1449,see,visual,1
1450,criseanglophone,etait,1
1451,criseanglophone,pre,1
1452,etait,superviser,2
1453,pre,soldat,1
1454,principale,etait,1
1455,aurait,avoir,1
1456,avoir,attendait,1
1457,avoir,militant,1
1458,dans,libere,1
1459,le,attendait,1
1460,libere,attendait,1
1461,rendu,avoir,1
1462,rendu,le,1
1463,samuel,say,1
1464,say,cameroon,1
1465,camerounais,lire,1
1466,dans,pay,1
1467,dasile,leader,1
1468,laudience,dasile,1
1469,laudience,lire,1
1470,laudience,pay,1
1471,lire,article,1
1472,lire,janvier,1
1473,pay,article,1
1474,pay,leader,1
1475,attack,chaos,1
1476,attack,success,1
1477,biya,attack,2
1478,biya,come,3
1479,biya,say,4
1480,come,anniversary,2
1481,come,chaos,1
1482,say,anniversary,1
1483,say,success,3
1484,africa,decolonize,1
1485,africa,think,2
1486,decolonize,cameroon,1
1487,think,cameroon,2
1488,insult,activist,1
1489,insult,www,1
1490,ndongo,insult,2
1491,alors,arbitraire,1
1492,alors,avoir,5
1493,arbitraire,annee,1
1494,arbitraire,illegale,1
1495,arbitraire,poursuivie,1
1496,arbitraire,sont,4
1497,avoir,droit,2
1498,avoir,poursuivie,3
1499,avoir,prison,7
1500,avoir,sont,9
1501,dans,avoir,1
1502,dans,illegalement,4
1503,depuis,arbitraire,1
1504,depuis,avoir,2
1505,depuis,illegalement,2
1506,des,avoir,8
1507,des,gen,1
1508,des,illegalement,5
1509,gen,poursuivie,1
1510,gen,sont,2
1511,illegalement,illegale,9
1512,illegalement,sont,2
1513,ont,arbitraire,2
1514,ont,avoir,2
1515,ont,quil,1
1516,que,arbitraire,3
1517,que,avoir,3
1518,que,gen,2
1519,quil,sont,1
1520,avait,discour,3
1521,avait,homme,1
1522,avait,le,2
1523,bamendjou,le,1
1524,discour,politicien,1
1525,discour,region,2
1526,homme,politicien,1
1527,le,politicien,1
1528,le,region,2
1529,report,say,3
1530,say,civilian,2
1531,say,force,1
1532,africa,peacebuilde,1
1533,africa,suggest,1
1534,peacebuilde,t,1
1535,suggest,t,1
1536,annonce,separatiste,2
1537,annonce,situation,1
1538,il,annonce,2
1539,lonu,annonce,1
1540,bless,activite,1
1541,bless,employeur,1
1542,cdc,labandon,2
1543,cdc,le,5
1544,cdc,premiere,1
1545,cdc,quil,1
1546,ce,le,1
1547,ce,quil,1
1548,dans,labandon,5
1549,dans,le,2
1550,dans,premiere,1
1551,dans,quil,1
1552,dans,tout,2
1553,grievement,bless,1
1554,grievement,labandon,1
1555,grievement,quil,1
1556,grievement,tout,2
1557,labandon,activite,5
1558,labandon,champ,1
1559,labandon,employeur,2
1560,labandon,offrant,4
1561,le,activite,10
1562,le,anglophone,1
1563,le,offrant,2
1564,ont,bless,1
1565,ont,labandon,4
1566,ont,le,5
1567,ont,premiere,1
1568,ont,quil,3
1569,ont,tout,2
1570,premiere,activite,2
1571,premiere,anglophone,1
1572,quil,activite,4
1573,quil,employeur,1
1574,quil,offrant,2
1575,tout,activite,3
1576,tout,employeur,1
1577,tout,offrant,2
1578,refer,perpetrator,2
1579,refer,rape,5
1580,report,refer,7
1581,report,shine,1
1582,report,show,1
1583,shine,light,1
1584,show,rape,1
1585,pose,prochain,1
1586,prealable,pose,1
1587,explain,people,2
1588,propagate,service,1
1589,sako,explain,2
1590,sako,propagate,1
1591,dans,le,1
1592,larmee,libere,1
1593,le,region,2
1594,libere,crise,1
1595,nord,le,1
1596,neutralise,plusieur,1
1597,plusieur,mamfe,1
1598,awards,go,4
1599,awards,lead,3
1600,awards,wake,1
1601,go,effort,3
1602,go,step,1
1603,lead,effort,2
1604,lead,step,1
1605,wake,step,1
